gender_code_filter	gender_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	European Parliament		178362315106	Facebook	1796	1	123993419	55429066	616710	154101
f	female	Podemos	Unidas Podemos	269212336568846	Facebook	331	1	57398385	25474482	341871	87922
f	female	Partido Popular	Partido Popular	72249031214	Facebook	3639	1	55293200	18244577	426359	37410
f	female	Ciudadanos	Ciudadanos	74078667754	Facebook	5257	1	48778712	15023670	465234	37839
f	female	People's Vote UK	People's Vote	748608695327755	Facebook	3494	1	48381586	16779081	626470	113577
f	female	Britain's Future	Britain's Future	1625300137516491	Facebook	4475	1	34929282	10779069	432754	60769
f	female	Liberal Democrats	the Liberal Democrats	5883973269	Facebook	2216	1	27250468	9314744	376118	49266
f	female	Best For Britain	Best for Britain	1863944713844924	Facebook	865	1	26173069	11196519	312653	73997
f	female	Friends of the Earth	Friends of the Earth	110861655604080	Facebook	2328	1	24524161	8261370	295393	30677
f	female	SPD	SPD	47930567748	Facebook	6403	1	23585607	6454305	529201	22404
f	female	sp.a	sp.a	57253967150	Facebook	419	1	22077209	8853520	106583	22979
f	female	The Labour Party	The Labour Party	25749647410	Facebook	651	1	20502517	8269765	161383	36303
f	female	Greenpeace France		39435457457	Facebook	130	1	19879482	9035441	104530	23975
f	female	CDU	CDU	78502295414	Facebook	3170	1	19610479	4709937	174052	4243
f	female	Conservatives	The Conservative Party	8807334278	Facebook	1893	1	19512544	7559454	222821	29587
f	female	PSOE	PSOE	189318235003	Facebook	335	1	16541830	6579688	49358	9121
f	female	Kialo		729627343834501	Facebook	747	1	16310388	6528384	109223	27133
f	female	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	92	1	15650218	7050610	33760	10138
f	female	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	177	1	14658111	6699656	39061	8692
f	female	România în primul rând	Future Innovation	770704223323599	Facebook	94	1	14545388	6459542	17506	4082
f	female	FDP	FDP	21289227249	Facebook	1687	1	14068355	4238139	116770	6740
f	female	European Greens	European Greens	141366725876424	Facebook	89	1	13976769	6282427	91858	23327
f	female	Rädda Barnen		72659261793	Facebook	403	1	13591529	4549188	123781	31030
f	female	38 Degrees	38 Degrees	200006375787	Facebook	645	1	13537575	5003800	91542	13193
f	female	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	118	1	12495769	5173507	37408	9440
